Voter ID,Projects Selected
2420,"P17,P10"
2421,"P10,P18,P16,P13,P1"
2422,"P12,P15,P13,P10,P14,P1"
2423,"P13,P7,P6"
2424,"P5,P18,P14,P13"
2425,"P5,P16,P4"
2426,"P21,P5,P3,P15,P8,P14"
2427,"P11,P14,P20,P15,P8"
2428,"P2,P13,P21,P16,P6,P18"
2429,"P6,P7,P14,P12,P15"
2430,"P3,P9,P15,P14,P18"
2431,"P16,P4,P14,P9"
2432,"P6,P21"
2433,"P4,P5,P7,P9,P18"
2434,"P15,P6,P9,P19"
2435,"P3,P15,P14,P9,P6,P19"
2436,"P10,P17"
2437,"P1,P19"
2438,"P11,P16,P17,P3,P8,P7"
2439,"P21,P1,P16,P20,P8,P17"
2440,"P12,P13"
2441,"P16,P1,P11,P7,P8"
2442,"P18,P11"
2443,"P20,P18"
2444,"P18,P13,P2"
2445,"P19,P13,P6,P10,P12"
2446,"P19,P3,P20,P2,P7"
2447,"P18,P19"
2448,"P12,P17,P13,P7,P1"
2449,"P2,P10,P9,P4"
2450,"P3,P13,P20,P4,P7"
2451,"P13,P7"
2452,"P10,P17,P12,P7"
2453,"P14,P3,P1,P10,P17,P19"
2454,"P18,P1,P11,P16,P9,P21"
2455,"P17,P9,P2,P6"
2456,"P19,P8,P17,P15"
2457,"P7,P18"
2458,"P20,P5,P15,P8,P11,P10"
2459,"P9,P11,P18,P1"
2460,"P15,P7,P2,P4"
2461,"P20,P11,P5,P13,P3,P9"
2462,"P15,P17,P6,P10"
2463,"P21,P13,P14,P8"
2464,"P7,P2,P12,P4,P5"
2465,"P3,P14,P7,P15,P20,P8"
2466,"P15,P8"
2467,"P7,P18,P12"
2468,"P18,P8,P13,P11,P15"
2469,"P21,P2"
2470,"P11,P2"
2471,"P9,P7,P4"
2472,"P5,P20,P6,P7,P11"
2473,"P6,P4,P8,P9,P7"
2474,"P12,P15,P3"
2475,"P1,P11,P16"
2476,"P20,P5,P3,P8"
2477,"P14,P1,P13,P17,P6,P15"
2478,"P17,P15,P2"
2479,"P9,P12,P13"
2480,"P11,P8,P4,P2"
2481,"P13,P19,P2,P16,P1"
2482,"P19,P13"
2483,"P18,P19"
2484,"P15,P10,P9,P8,P11"
2485,"P8,P9,P12,P16,P3,P14"
2486,"P12,P14"
2487,"P8,P13,P1"
2488,"P3,P1,P21,P8,P6"
2489,"P3,P6,P7"
2490,"P8,P13"
2491,"P6,P14,P17,P10,P15"
2492,"P2,P18,P3"
2493,"P20,P2,P7,P11,P1"
2494,"P9,P5,P2"
2495,"P5,P17,P11,P20,P1"
2496,"P5,P10,P18,P11"
2497,"P21,P3"
2498,"P17,P18,P8,P6,P3"
2499,"P10,P8"
2500,"P16,P18,P12,P17,P15"
2501,"P7,P9,P13"
2502,"P16,P14,P13,P17,P5"
2503,"P7,P2,P1,P16,P21,P18"
2504,"P8,P17"
2505,"P16,P10,P14,P9,P8"
2506,"P11,P1,P17,P19,P6,P12"
2507,"P1,P10,P9,P11,P12"
2508,"P6,P18,P8,P12"
2509,"P18,P16,P9,P6,P4,P2"
2510,"P9,P8,P18,P2,P12,P10"
2511,"P19,P9,P17,P21,P8"
2512,"P4,P17"
2513,"P2,P18,P1,P15,P12"
2514,"P19,P8,P21"
2515,"P12,P13,P15,P14,P1,P17"
2516,"P6,P16,P2,P17"
2517,"P20,P14,P11"
2518,"P17,P19,P10,P7"
2519,"P17,P1,P12"
2520,"P14,P8,P9"
2521,"P21,P3,P13,P16,P17"
2522,"P9,P15"
2523,"P2,P12,P10,P9,P20,P5"
2524,"P6,P12,P17,P21,P9,P4"
2525,"P18,P1,P21,P15"
2526,"P11,P19,P6,P4"
2527,"P19,P7,P4,P2,P12,P16"
2528,"P17,P13,P9,P20,P3"
2529,"P9,P3,P13,P11,P16,P20"
2530,"P4,P16,P18,P15"
2531,"P4,P1,P11,P13"
2532,"P7,P5,P14,P6,P9"
2533,"P7,P2,P6,P11,P16"
2534,"P14,P11,P8,P20,P16,P13"
2535,"P13,P15,P7,P14,P1"
2536,"P5,P4,P20"
2537,"P9,P11,P18"
2538,"P3,P12,P9,P16,P17"
2539,"P9,P4,P18,P12"
2540,"P20,P21"
2541,"P17,P7,P6,P16,P14"
2542,"P18,P19,P2"
2543,"P5,P8,P16,P4,P1,P12"
2544,"P14,P1,P6,P7,P8,P20"
2545,"P15,P8,P5,P16"
2546,"P5,P9,P7"
2547,"P11,P18,P4,P19,P14"
2548,"P12,P19,P13"
2549,"P15,P3,P17,P12,P20,P4"
2550,"P15,P21,P20,P4"
2551,"P7,P4,P11,P21,P17"
2552,"P20,P13"
2553,"P21,P15,P17"
2554,"P4,P3,P17,P20,P6"
2555,"P8,P9,P20,P2,P5,P14"
2556,"P17,P8"
2557,"P18,P21,P19,P15"
2558,"P21,P7,P12,P10"
2559,"P17,P11"
2560,"P10,P6,P1,P21,P12,P9"
2561,"P6,P17,P16,P13,P15,P11"
2562,"P15,P11,P8,P17,P14"
2563,"P18,P17,P3,P10,P11"
2564,"P19,P5,P10"
2565,"P7,P21"
2566,"P7,P21,P6,P13,P10"
2567,"P17,P4"
2568,"P21,P10,P20,P19,P2,P5"
2569,"P17,P10"
2570,"P15,P8,P12"
2571,"P19,P4,P21,P5,P3,P11"
2572,"P17,P14,P9,P19,P21"
2573,"P19,P14,P3"
2574,"P1,P11,P5"
2575,"P15,P1,P2,P4,P19,P13"
2576,"P10,P14,P12"
2577,"P3,P5,P20"
2578,"P13,P5,P9,P10"
2579,"P15,P14,P5"
2580,"P5,P2,P14,P19,P12,P9"
2581,"P14,P21,P16,P2"
2582,"P15,P2,P21"
2583,"P3,P2"
2584,"P12,P21,P16,P20,P8,P5"
2585,"P15,P18,P9,P7"
2586,"P3,P4,P16,P21,P12"
2587,"P20,P4,P3,P16,P19"
2588,"P18,P16,P11,P17,P3,P12"
2589,"P19,P4,P17,P14,P5,P8"
2590,"P7,P15,P17,P9,P2,P20"
2591,"P19,P12"
2592,"P3,P12,P13,P6,P4"
2593,"P2,P1"
2594,"P16,P3,P19,P10"
2595,"P14,P11"
2596,"P17,P11,P19,P2,P18"
2597,"P15,P1,P18"
2598,"P3,P10,P14,P7,P21"
2599,"P5,P15"
2600,"P6,P7,P16,P17"
2601,"P15,P14,P5"
2602,"P4,P9,P16"
2603,"P3,P5"
2604,"P1,P12,P14,P6,P5"
2605,"P13,P19,P6,P8,P21"
2606,"P2,P4,P8"
2607,"P5,P4,P9,P17"
2608,"P14,P8,P1,P5,P17"
2609,"P5,P17,P4,P3,P1"
2610,"P4,P19,P13"
2611,"P18,P11,P7,P12,P3,P19"
2612,"P17,P6,P14,P8"
2613,"P10,P15,P17,P19,P18"
2614,"P10,P11,P4"
2615,"P17,P16,P18,P4,P7,P21"
2616,"P4,P16,P5,P7,P19,P6"
2617,"P20,P6,P15"
2618,"P10,P3,P7,P17"
2619,"P2,P12,P11,P10,P18"
2620,"P11,P10"
2621,"P11,P12,P7,P6,P10"
2622,"P7,P14"
2623,"P2,P16,P21,P6,P10,P4"
2624,"P4,P1,P16,P21"
2625,"P18,P15,P17,P14,P16"
2626,"P7,P13,P1,P19"
2627,"P11,P10,P21,P16"
2628,"P10,P5,P16,P12,P8,P15"
2629,"P15,P7,P6"
2630,"P19,P12,P7,P15,P5"
2631,"P10,P9,P19,P16"
2632,"P6,P21"
2633,"P19,P11,P3,P10,P8"
2634,"P20,P6,P2,P19,P4"
2635,"P12,P17,P21"
2636,"P10,P2,P5"
2637,"P16,P1,P17,P12,P8,P21"
2638,"P14,P9"
2639,"P3,P7"
2640,"P9,P18,P19,P13,P16"
2641,"P5,P14,P8,P16,P13,P21"
2642,"P13,P3,P1,P11"
2643,"P21,P20,P8,P4,P1,P10"
2644,"P16,P20,P10,P1"
2645,"P2,P11,P4,P20"
2646,"P9,P20,P1,P14,P2,P8"
2647,"P14,P6,P15,P1"
2648,"P3,P1,P12,P2,P18"
2649,"P4,P16,P21,P12,P8,P15"
2650,"P18,P4,P15"
2651,"P9,P1,P18,P19,P17"
2652,"P16,P19,P15,P12"
2653,"P3,P4,P12"
2654,"P11,P3,P14,P10"
2655,"P8,P19,P17"
2656,"P17,P18,P8"
2657,"P15,P1,P2,P21,P9"
2658,"P18,P21"
2659,"P18,P5,P21,P16,P12"
2660,"P4,P19,P18,P20,P15"
2661,"P21,P7,P2"
2662,"P11,P12,P16,P18,P14"
2663,"P13,P11"
2664,"P9,P4,P7,P1,P2,P19"
2665,"P6,P1,P14"
2666,"P13,P6,P1,P14"
2667,"P16,P6,P17,P8,P14"
2668,"P19,P10"
2669,"P1,P6"
2670,"P6,P20,P13,P7,P17,P1"
2671,"P14,P10,P5"
2672,"P2,P8,P3,P12,P4,P6"
2673,"P14,P11,P17"
2674,"P15,P21"
2675,"P19,P6,P12"
2676,"P17,P7,P14,P8,P19"
2677,"P4,P5,P8,P1,P11,P19"
2678,"P11,P5,P14"
2679,"P2,P3"
2680,"P18,P4"
2681,"P8,P1,P16"
2682,"P17,P21,P18"
2683,"P3,P5"
2684,"P3,P5,P9"
2685,"P14,P12,P5"
2686,"P2,P3"
2687,"P15,P9"
2688,"P6,P2,P12,P20"
2689,"P19,P21"
2690,"P3,P20"
2691,"P4,P11,P17,P1,P19"
2692,"P21,P4,P3,P19"
2693,"P1,P10,P4,P6"
2694,"P11,P2,P3"
2695,"P6,P17"
2696,"P11,P2,P17,P6,P13"
2697,"P2,P7,P19,P21,P16"
2698,"P18,P1,P15"
2699,"P19,P4,P10,P8,P16,P20"
2700,"P3,P2,P9,P12,P4,P10"
2701,"P9,P13"
2702,"P17,P4,P16,P11,P14,P3"
2703,"P19,P12"
2704,"P8,P10,P18,P21,P11,P3"
2705,"P15,P11,P8"
2706,"P6,P10,P16,P2,P12"
2707,"P8,P7,P10"
2708,"P11,P1,P19,P3,P16"
2709,"P7,P12,P14,P21,P13,P9"
2710,"P21,P12"
2711,"P11,P17,P18,P3,P4,P12"
2712,"P15,P16,P3,P20"
2713,"P15,P21"
2714,"P16,P14,P20,P5"
2715,"P3,P2,P13,P4,P20"
2716,"P6,P2,P8,P1"
2717,"P7,P12,P8,P18,P13"
2718,"P5,P17,P3,P11,P15,P1"
2719,"P15,P18"
2720,"P4,P14,P1,P2,P17"
2721,"P8,P9,P15,P11"
2722,"P2,P15,P10,P17"
2723,"P9,P10"
2724,"P8,P19,P9,P20"
2725,"P20,P6,P13,P19,P21"
2726,"P7,P20,P12,P4,P17"
2727,"P8,P18"
2728,"P7,P9,P10"
2729,"P11,P21"
2730,"P19,P20,P6"
2731,"P15,P16,P21,P3,P7"
2732,"P18,P20,P14,P4"
2733,"P1,P2,P3,P7,P4"
2734,"P8,P16"
2735,"P15,P3,P18,P16,P21,P6"
2736,"P8,P2,P19,P20,P15,P16"
2737,"P11,P18,P10"
2738,"P2,P20"
2739,"P14,P6"
2740,"P1,P19,P9,P14"
2741,"P13,P1,P11,P20,P14"
2742,"P19,P1,P6,P12,P18,P21"
2743,"P17,P20,P15,P7,P19,P9"
2744,"P15,P1"
2745,"P4,P19,P1,P6"
2746,"P4,P14,P21,P16"
2747,"P5,P7,P16,P15,P8"
2748,"P19,P1"
2749,"P8,P7,P2,P4"
2750,"P6,P11,P4,P17,P14,P10"
2751,"P1,P9,P17,P12,P11"
2752,"P6,P7"
2753,"P8,P15"
2754,"P9,P16,P4,P12"
2755,"P12,P2,P7,P16,P4"
2756,"P1,P21,P16,P9"
2757,"P17,P8,P21,P5,P14,P18"
2758,"P3,P5"
2759,"P5,P4"
2760,"P5,P13,P6,P2"
2761,"P14,P16,P19,P12,P20"
2762,"P15,P4,P17,P14"
2763,"P15,P5,P12,P1,P18,P14"
2764,"P15,P8,P14,P11,P17,P21"
2765,"P9,P19,P5,P7,P4,P12"
2766,"P4,P1"
2767,"P3,P16,P17,P7,P21,P8"
2768,"P15,P3,P2,P7"
2769,"P14,P4,P16,P21,P12"
2770,"P17,P3,P21,P19,P8,P15"
2771,"P1,P14,P3,P15,P19"
2772,"P12,P11,P2"
2773,"P12,P18,P9,P7,P4"
2774,"P18,P6,P14,P9,P2"
2775,"P7,P9,P20,P10,P21,P19"
2776,"P6,P17"
2777,"P11,P21,P19,P3,P2,P15"
2778,"P4,P16,P11,P14,P13"
2779,"P11,P16,P19"
2780,"P7,P17"
2781,"P18,P14"
2782,"P7,P6,P2,P1,P15,P21"
2783,"P13,P11,P10,P8,P15,P1"
2784,"P4,P5"
2785,"P20,P19,P6,P17,P15"
2786,"P5,P9,P19"
2787,"P14,P3,P8,P10,P16"
2788,"P21,P13,P2,P4,P8"
2789,"P1,P20"
2790,"P14,P5,P9,P12,P7,P3"
2791,"P11,P16"
2792,"P18,P5"
2793,"P11,P5,P6,P15,P4"
2794,"P13,P17"
2795,"P14,P21,P20,P12"
2796,"P12,P18,P9,P2,P10"
2797,"P21,P19,P3"
2798,"P7,P15"
2799,"P19,P15,P7,P14"
2800,"P12,P14,P16,P3"
2801,"P3,P6,P10"
2802,"P18,P15,P14,P10,P3,P11"
2803,"P16,P5,P4,P8"
2804,"P20,P3"
2805,"P19,P13,P17"
2806,"P19,P2,P6"
2807,"P6,P19,P15,P14,P16,P21"
2808,"P1,P16,P3"
2809,"P7,P12"
2810,"P21,P8"
2811,"P14,P21,P17"
2812,"P10,P20,P21,P5,P16,P7"
2813,"P16,P21,P9,P10,P20"
2814,"P6,P10,P11"
2815,"P4,P19,P11,P12,P9"
2816,"P14,P18,P9,P16,P6,P15"
2817,"P2,P9,P3,P6,P19"
2818,"P16,P4,P21,P3,P13"
2819,"P19,P10,P9,P20,P6,P7"
2820,"P13,P7,P6,P9,P16,P2"
2821,"P10,P6"
2822,"P12,P11,P9,P16,P4,P6"
2823,"P2,P15"
2824,"P3,P13,P18"
2825,"P18,P2"
2826,"P18,P6,P9,P5,P8"
2827,"P21,P20,P16,P15,P13,P19"
2828,"P7,P5,P19,P18"
2829,"P19,P4,P18"
2830,"P11,P20,P19,P2,P12"
2831,"P17,P10,P4,P20,P21,P6"
2832,"P14,P10,P4,P3"
2833,"P17,P1,P8,P9,P13,P15"
2834,"P1,P14"
2835,"P14,P20"
2836,"P18,P9,P16"
2837,"P17,P3,P1"
2838,"P8,P16,P1,P15,P6"
2839,"P18,P12"
2840,"P18,P5"
2841,"P13,P3,P21"
2842,"P10,P2,P11"
2843,"P13,P10,P17,P11"
2844,"P1,P4,P16,P12,P6,P10"
2845,"P1,P3"
2846,"P12,P21,P1,P10,P8"
2847,"P15,P18,P4,P10"
2848,"P5,P16"
2849,"P1,P3,P12,P8,P7"
2850,"P16,P20,P5,P18,P8,P6"
2851,"P4,P5,P8,P17,P21,P3"
2852,"P16,P9,P2,P19,P21,P20"
2853,"P5,P13,P6"
2854,"P21,P9,P7,P6,P8,P16"
2855,"P2,P7,P11,P13,P16"
2856,"P19,P9,P20"
2857,"P10,P16,P6"
2858,"P6,P14,P10"
2859,"P5,P17,P8,P19,P18"
2860,"P8,P6,P13,P2"
2861,"P6,P5,P20"
2862,"P11,P13,P4,P16,P12"
2863,"P7,P10,P9,P3,P15,P8"
2864,"P20,P17"
2865,"P17,P3"
2866,"P5,P10,P21,P9,P4,P6"
2867,"P14,P8,P12,P16,P19,P6"
2868,"P17,P21,P8"
2869,"P1,P20,P8"
2870,"P16,P9,P18,P2,P1,P6"
2871,"P8,P14,P15,P19,P12,P3"
2872,"P12,P11,P9,P10"
2873,"P9,P10,P5,P15"
2874,"P16,P5,P14"
2875,"P7,P6,P8,P21,P9,P18"
2876,"P16,P12,P20"
2877,"P21,P8,P16,P18,P11"
2878,"P8,P20"
2879,"P3,P4,P13"
2880,"P7,P4,P5,P14"
2881,"P12,P13,P20,P15"
2882,"P15,P2,P12,P16"
2883,"P16,P3"
2884,"P20,P3,P18,P8"
2885,"P8,P21,P12"
2886,"P6,P12,P11,P1,P4"
2887,"P11,P18,P10"
2888,"P2,P8"
2889,"P3,P21,P8,P15"
2890,"P5,P1,P21"
2891,"P2,P3,P15"
2892,"P18,P6,P5"
2893,"P2,P13,P18,P20,P14"
2894,"P8,P1,P16,P20,P14"
2895,"P18,P21,P14,P8"
2896,"P20,P17,P15,P11,P14,P4"
2897,"P6,P20,P19,P11,P3,P17"
2898,"P5,P20"
2899,"P10,P19,P7,P17,P20,P11"
2900,"P19,P8"
2901,"P15,P12,P7"
2902,"P20,P13,P10"
2903,"P13,P7,P5,P2,P3,P8"
2904,"P13,P11"
2905,"P7,P6,P8"
2906,"P13,P20,P3,P4,P21,P17"
2907,"P4,P3,P11,P20"
2908,"P10,P9,P14,P11,P5"
2909,"P20,P14,P12"
2910,"P16,P18,P5,P14,P1,P2"
2911,"P1,P21,P10,P15,P20,P7"
2912,"P6,P14,P2"
2913,"P17,P21"
2914,"P10,P7,P19,P3,P20,P9"
2915,"P15,P8,P4,P1,P12,P7"
2916,"P17,P21,P8,P4,P6,P1"
2917,"P9,P6,P17,P5"
2918,"P14,P4,P21"
2919,"P3,P1"
2920,"P16,P5,P18,P7,P6,P3"
2921,"P21,P4,P2"
2922,"P12,P4"
2923,"P14,P2"
2924,"P16,P17,P10,P21,P1,P19"
2925,"P2,P19,P15"
2926,"P13,P14,P8,P4,P2"
2927,"P20,P10"
2928,"P7,P3,P9,P5"
2929,"P7,P13,P11"
2930,"P6,P16,P3"
2931,"P16,P6,P12,P1"
2932,"P13,P5,P7,P8,P20"
2933,"P12,P2,P19,P9,P10"
2934,"P17,P8,P3,P16"
2935,"P19,P7,P14,P1"
2936,"P13,P3"
2937,"P17,P16,P13,P8,P1"
2938,"P7,P15,P6,P5,P11"
2939,"P12,P18,P9,P17,P8"
2940,"P7,P20,P4,P15,P2"
2941,"P7,P17"
2942,"P18,P21,P4,P1,P5,P11"
2943,"P18,P17,P5,P6,P7"
2944,"P11,P17,P14"
2945,"P7,P9,P5"
2946,"P8,P10,P5"
2947,"P14,P10,P3"
2948,"P4,P9"
2949,"P5,P7,P1,P12"
2950,"P13,P11,P15,P19,P14"
2951,"P13,P4"
2952,"P12,P4,P16"
2953,"P8,P10,P6,P4"
2954,"P18,P10"
2955,"P20,P18,P17"
2956,"P7,P19,P1,P8,P4,P14"
2957,"P14,P9,P13,P21,P17,P1"
2958,"P13,P18,P16"
2959,"P18,P12,P4,P19"
2960,"P14,P21,P4,P5,P9"
2961,"P13,P18,P11,P15,P21"
2962,"P10,P14,P19,P6,P20"
2963,"P20,P2,P6,P18"
2964,"P16,P15,P10"
2965,"P20,P9,P18,P6,P11"
2966,"P11,P15,P13,P8"
2967,"P10,P15,P18,P6"
2968,"P2,P4"
2969,"P16,P13,P17"
2970,"P12,P6,P17"
2971,"P8,P16"
2972,"P9,P6,P2"
2973,"P14,P12,P8,P11"
2974,"P3,P16,P2"
2975,"P16,P5,P13,P21"
2976,"P19,P18,P7,P2,P20"
2977,"P2,P7,P21"
2978,"P7,P21,P2,P16"
2979,"P19,P1,P20,P3,P5"
2980,"P12,P7"
2981,"P8,P17,P18"
2982,"P2,P19,P11,P12"
2983,"P1,P14,P6,P16"
2984,"P18,P4"
2985,"P13,P7"
2986,"P20,P18"
2987,"P10,P9,P18,P2"
2988,"P13,P15,P21,P9,P14"
2989,"P21,P20,P2"
2990,"P11,P3,P13,P12,P20"
2991,"P13,P11,P9"
2992,"P7,P16,P2,P9,P6"
2993,"P10,P4"
2994,"P5,P8,P18,P15"
2995,"P17,P16,P2,P1,P18"
2996,"P17,P11,P9,P12,P2,P14"
2997,"P7,P11,P16,P13,P8,P21"
2998,"P21,P4,P6,P7,P11,P10"
2999,"P21,P7,P14"
3000,"P13,P5"
3001,"P7,P16"
3002,"P2,P5,P21,P16,P19"
3003,"P8,P16,P21,P13,P14"
3004,"P2,P8,P3,P14,P15,P18"
3005,"P15,P20"
3006,"P9,P13"
3007,"P1,P2,P11,P19,P8"
3008,"P19,P21"
3009,"P19,P7,P9,P21"
3010,"P20,P3,P13,P21,P12,P2"
3011,"P18,P15,P21"
3012,"P14,P6,P5"
3013,"P11,P21,P15,P10"
3014,"P20,P9"
3015,"P21,P2,P17,P20"
3016,"P13,P1,P8,P14,P19"
3017,"P1,P19,P3,P13"
3018,"P14,P19"
3019,"P4,P8,P7"
3020,"P13,P7,P10"
3021,"P6,P18,P1,P9"
3022,"P7,P6,P13"
3023,"P9,P21,P12,P17"
3024,"P13,P10"
3025,"P9,P14,P4,P11,P6,P20"
3026,"P4,P11,P21,P12,P14,P15"
3027,"P21,P1,P16,P9"
3028,"P4,P15,P1,P14,P19,P21"
3029,"P12,P15,P2"
3030,"P1,P5,P17,P6,P20"
3031,"P18,P19,P15,P3"
3032,"P16,P2,P14,P21"
3033,"P20,P13,P11,P2"
3034,"P1,P6"
3035,"P19,P15"
3036,"P15,P14,P10,P21,P1,P19"
3037,"P14,P1,P3,P13,P11,P18"
3038,"P5,P10"
3039,"P14,P5,P11,P21,P12"
3040,"P5,P12"
3041,"P14,P5"
3042,"P21,P1,P6,P13,P4,P9"
3043,"P5,P17,P10"
3044,"P10,P13,P19,P16,P17"
3045,"P4,P7,P14,P17"
3046,"P20,P9"
3047,"P1,P9,P20,P13,P8,P11"
3048,"P2,P21,P5,P15,P19,P3"
3049,"P4,P9,P21,P19,P5"
3050,"P6,P20"
3051,"P12,P17"
3052,"P17,P10,P3,P7,P13,P6"
3053,"P21,P7,P3,P8,P10"
3054,"P9,P14,P1,P15,P17,P3"
3055,"P6,P20,P11,P5,P4,P8"
3056,"P11,P6,P5,P20,P7,P4"
3057,"P10,P6"
3058,"P3,P21,P12"
3059,"P16,P19,P15,P1"
3060,"P20,P19,P18,P17"
3061,"P3,P6,P1"
3062,"P2,P11,P8,P20,P10"
3063,"P6,P17,P9"
3064,"P21,P3,P5,P7"
3065,"P15,P17,P20,P9,P7,P3"
3066,"P15,P10"
3067,"P3,P9,P17,P15,P14,P20"
3068,"P15,P7,P1"
3069,"P19,P6"
3070,"P4,P18"
3071,"P16,P2,P14,P18,P7,P5"
3072,"P5,P9,P2,P3,P4,P13"
3073,"P17,P1,P3"
3074,"P18,P2,P15,P8,P6"
3075,"P4,P19,P15,P12,P2,P20"
3076,"P5,P3,P17,P18,P1"
3077,"P14,P12,P2,P11,P21"
3078,"P12,P8,P9,P1"
3079,"P5,P14"
3080,"P3,P14,P21,P15,P5"
3081,"P15,P11,P8,P20,P9"
3082,"P3,P14,P4"
3083,"P18,P14"
3084,"P17,P4,P9,P6,P20,P12"
3085,"P6,P19,P8,P2,P1,P10"
3086,"P20,P5,P6,P9"
3087,"P18,P20,P15,P13,P4"
3088,"P14,P4,P20,P18,P12"
3089,"P2,P21,P3,P1,P6"
3090,"P16,P8"
3091,"P18,P14,P13,P11,P12"
3092,"P4,P20,P11,P19,P16"
3093,"P19,P2,P7"
3094,"P3,P8,P18,P14"
3095,"P3,P15,P13,P16"
3096,"P21,P16,P5"
3097,"P6,P12,P19,P1,P13"
3098,"P12,P20,P8"
3099,"P6,P4"
3100,"P3,P2,P1,P4"
3101,"P20,P19,P17"
3102,"P9,P17,P14"
3103,"P7,P3"
3104,"P1,P7"
3105,"P17,P1,P15,P19"
3106,"P2,P19"
3107,"P6,P2"
3108,"P11,P19,P8,P17"
3109,"P20,P12,P13,P8,P17"
3110,"P11,P8,P21,P9"
3111,"P18,P4,P14,P13,P6"
3112,"P2,P1,P7"
3113,"P8,P13,P7,P15,P12"
3114,"P2,P17,P3,P11,P19"
3115,"P1,P15,P16,P18,P8,P7"
3116,"P17,P6,P14,P3,P10"
3117,"P13,P9,P12,P19"
3118,"P12,P8,P3,P2,P18"
3119,"P14,P21,P18"
3120,"P15,P10,P6,P16,P11,P21"
3121,"P9,P17"
3122,"P3,P6,P12,P19,P5,P4"
3123,"P12,P7,P16,P9,P18"
3124,"P9,P1,P3,P11,P14"
3125,"P17,P10,P19,P6,P15"
3126,"P12,P9,P11"
3127,"P17,P7,P5"
3128,"P1,P5,P7,P2"
3129,"P19,P3,P5,P6,P10,P7"
3130,"P15,P4,P11,P2,P20,P18"
3131,"P8,P19,P10"
3132,"P10,P5"
3133,"P2,P21,P19,P10,P20,P4"
3134,"P16,P9,P4,P6,P17"
3135,"P5,P10,P19"
3136,"P4,P21,P1,P14"
3137,"P1,P6,P10,P3,P18"
3138,"P19,P20,P8,P10,P15"
3139,"P15,P21,P14,P5,P16,P9"
3140,"P15,P20,P7,P1,P21"
3141,"P4,P16,P18"
3142,"P3,P19,P5"
3143,"P20,P1,P2,P13,P17"
3144,"P13,P10,P6,P18"
3145,"P8,P10,P12,P15,P13"
3146,"P12,P17,P15"
3147,"P4,P3,P20"
3148,"P12,P10,P6"
3149,"P18,P13,P16,P9"
3150,"P14,P10,P20,P8"
3151,"P7,P6"
3152,"P4,P12,P13,P3,P7,P14"
3153,"P6,P8,P20,P5,P2,P10"
3154,"P1,P17,P10,P13,P15"
3155,"P2,P16,P5,P10"
3156,"P2,P4,P17,P16,P18,P20"
3157,"P20,P1,P18,P9,P3"
3158,"P6,P16,P15,P4"
3159,"P12,P6"
3160,"P11,P1,P15,P7,P14"
3161,"P8,P6"
3162,"P10,P2"
3163,"P8,P6,P20,P7,P13"
3164,"P21,P17,P4"
3165,"P15,P19,P3,P4,P20,P7"
3166,"P16,P8"
3167,"P13,P3,P21,P15,P4"
3168,"P15,P19,P14,P21,P17,P3"
3169,"P6,P13,P20,P16,P4"
3170,"P3,P14,P18,P6"
3171,"P12,P19,P16,P2,P18"
3172,"P7,P6,P4,P5,P15"
3173,"P5,P3"
3174,"P4,P20,P15,P1"
3175,"P13,P5,P15,P8,P4,P14"
3176,"P7,P9,P19,P5,P20"
3177,"P14,P16,P17"
3178,"P3,P15,P17,P9,P1"
3179,"P10,P18,P12,P4"
3180,"P1,P14,P4"
3181,"P13,P17,P16"
3182,"P16,P1,P4"
3183,"P9,P20,P17,P15"
3184,"P4,P12,P17,P5,P16"
3185,"P4,P5,P12,P17,P8,P7"
3186,"P19,P3,P21,P16,P7,P14"
3187,"P14,P9,P6,P4,P11,P3"
3188,"P5,P13"
3189,"P1,P19"
3190,"P5,P17"
3191,"P16,P21,P11"
3192,"P12,P7,P19,P18,P20"
3193,"P14,P15,P8,P6,P21"
3194,"P6,P14,P20,P15"
3195,"P7,P1,P3,P9,P5"
3196,"P11,P5,P16"
3197,"P9,P8,P10,P2,P15,P3"
3198,"P5,P16,P13,P14,P9"
3199,"P17,P10,P21,P14,P1"
3200,"P13,P9,P4,P8"
3201,"P1,P13"
3202,"P13,P2,P5,P16,P19"
3203,"P10,P11,P4,P7,P12,P14"
3204,"P20,P19"
3205,"P3,P9"
3206,"P1,P13,P18,P3,P2,P14"
3207,"P19,P12,P1,P7"
3208,"P7,P5,P14,P6,P8"
3209,"P11,P1,P21,P10,P7"
3210,"P6,P14,P1"
3211,"P16,P18,P9"
3212,"P6,P10,P2,P13,P17"
3213,"P15,P11,P9"
3214,"P17,P16,P2,P5"
3215,"P1,P16,P3"
3216,"P11,P13"
3217,"P2,P1,P14,P15"
3218,"P4,P12,P17,P13"
3219,"P20,P11,P5,P10,P1"
3220,"P16,P9,P4,P11,P12,P1"
3221,"P11,P16,P14,P9,P10"
3222,"P13,P8,P19,P6,P4,P10"
3223,"P4,P19,P13,P10,P6,P9"
3224,"P10,P7"
3225,"P12,P10,P11,P3,P18"
3226,"P2,P21,P6,P5,P18"
3227,"P11,P14,P16,P6,P20"
3228,"P5,P10,P8,P9,P4"
3229,"P18,P3,P10,P17,P2"
3230,"P20,P13,P12,P18,P21,P4"
3231,"P14,P20,P5,P4"
3232,"P19,P8"
3233,"P18,P15,P12,P16,P9"
3234,"P6,P21"
3235,"P16,P14,P21,P1,P9,P17"
3236,"P16,P3,P18,P13"
3237,"P10,P3,P8,P2,P9,P18"
